ID,ID salarié,Date de début de l'activité,Type,Distance (m),Date de fin de l'activité,Commentaire
56,56482,2026-02-02 19:50:00,Tennis,,2026-02-02 21:33:00,Entraînement terminé.
57,56482,2026-02-13 19:35:00,Tennis,,2026-02-13 21:22:00,Bonne séance.
58,56482,2026-02-14 08:18:00,Tennis,,2026-02-14 09:30:00,
59,56482,2026-02-15 18:20:00,Tennis,,2026-02-15 19:12:00,
60,56482,2026-02-19 17:30:00,Tennis,,2026-02-19 19:19:00,Bonne séance.
61,56482,2026-02-20 07:32:00,Tennis,,2026-02-20 08:27:00,Bonne séance.
62,56482,2026-02-26 07:43:00,Tennis,,2026-02-26 08:58:00,Très bonnes sensations.
63,56482,2026-03-05 08:37:00,Tennis,,2026-03-05 09:27:00,
64,56482,2026-03-12 17:33:00,Tennis,,2026-03-12 18:58:00,Entraînement terminé.
65,56482,2026-03-13 08:42:00,Tennis,,2026-03-13 10:07:00,Bonne séance.
66,56482,2026-03-16 18:41:00,Tennis,,2026-03-16 20:04:00,Très bonnes sensations.
67,56482,2026-03-18 09:59:00,Tennis,,2026-03-18 10:53:00,
68,56482,2026-03-26 07:04:00,Tennis,,2026-03-26 08:57:00,Bonne séance.
69,56482,2026-03-28 17:16:00,Tennis,,2026-03-28 18:17:00,Entraînement terminé.
70,56482,2026-03-30 09:18:00,Tennis,,2026-03-30 10:23:00,Très bonnes sensations.
71,56482,2026-04-07 19:41:00,Tennis,,2026-04-07 21:33:00,
72,56482,2026-04-09 18:52:00,Tennis,,2026-04-09 20:47:00,Entraînement terminé.
73,56482,2026-04-10 18:06:00,Tennis,,2026-04-10 19:08:00,Entraînement terminé.
74,56482,2026-04-12 18:35:00,Tennis,,2026-04-12 19:39:00,Entraînement terminé.
75,56482,2026-04-20 18:21:00,Tennis,,2026-04-20 19:32:00,Entraînement terminé.
76,56482,2026-04-23 17:31:00,Tennis,,2026-04-23 18:48:00,
77,56482,2026-05-01 12:53:00,Tennis,,2026-05-01 14:13:00,
78,56482,2026-05-05 19:08:00,Tennis,,2026-05-05 20:26:00,Bonne séance.
79,56482,2026-05-13 17:00:00,Tennis,,2026-05-13 17:59:00,
80,56482,2026-05-14 18:57:00,Tennis,,2026-05-14 20:01:00,
81,56482,2026-05-16 19:23:00,Tennis,,2026-05-16 21:22:00,Bonne séance.
82,56482,2026-05-17 09:23:00,Tennis,,2026-05-17 10:13:00,Entraînement terminé.
83,56482,2026-05-18 08:43:00,Tennis,,2026-05-18 09:59:00,
84,56482,2026-05-28 19:26:00,Tennis,,2026-05-28 20:30:00,Bonne séance.
85,56482,2026-05-30 19:10:00,Tennis,,2026-05-30 20:17:00,Très bonnes sensations.
86,56482,2026-06-01 18:59:00,Tennis,,2026-06-01 20:26:00,Très bonnes sensations.
87,56482,2026-06-08 09:10:00,Tennis,,2026-06-08 10:08:00,Très bonnes sensations.
88,56482,2026-06-12 19:02:00,Tennis,,2026-06-12 20:47:00,Bonne séance.
89,56482,2026-06-13 08:52:00,Tennis,,2026-06-13 10:35:00,Entraînement terminé.
90,56482,2026-06-15 08:01:00,Tennis,,2026-06-15 09:10:00,Très bonnes sensations.
91,56482,2026-06-20 09:17:00,Tennis,,2026-06-20 10:10:00,Entraînement terminé.
92,56482,2026-06-25 12:43:00,Tennis,,2026-06-25 14:36:00,Entraînement terminé.
93,56482,2026-06-26 07:07:00,Tennis,,2026-06-26 08:25:00,Bonne séance.
94,56482,2026-06-28 17:27:00,Tennis,,2026-06-28 18:56:00,Entraînement terminé.
95,56482,2026-06-30 12:38:00,Tennis,,2026-06-30 14:28:00,
96,56482,2026-07-03 12:57:00,Tennis,,2026-07-03 14:55:00,Bonne séance.
97,56482,2026-07-05 12:00:00,Tennis,,2026-07-05 13:51:00,Bonne séance.
98,56482,2026-07-10 09:27:00,Tennis,,2026-07-10 10:20:00,Entraînement terminé.
99,56482,2026-07-12 18:57:00,Tennis,,2026-07-12 20:20:00,Entraînement terminé.
100,56482,2026-07-14 18:26:00,Tennis,,2026-07-14 19:52:00,Très bonnes sensations.
101,56482,2026-07-17 18:18:00,Tennis,,2026-07-17 20:13:00,Bonne séance.
102,56482,2026-07-20 18:24:00,Tennis,,2026-07-20 19:31:00,Entraînement terminé.
103,17757,2025-07-22 09:13:00,Badminton,,2025-07-22 10:10:00,Entraînement terminé.
104,17757,2025-07-30 18:13:00,Badminton,,2025-07-30 19:15:00,Très bonnes sensations.
105,17757,2025-08-02 19:57:00,Badminton,,2025-08-02 21:17:00,Bonne séance.
106,17757,2025-08-03 18:40:00,Badminton,,2025-08-03 19:49:00,Entraînement terminé.
107,17757,2025-08-05 07:52:00,Badminton,,2025-08-05 09:22:00,Bonne séance.
108,17757,2025-08-07 18:19:00,Badminton,,2025-08-07 19:03:00,Bonne séance.
109,17757,2025-08-10 07:15:00,Badminton,,2025-08-10 08:15:00,
110,17757,2025-08-20 17:12:00,Badminton,,2025-08-20 18:27:00,Très bonnes sensations.
111,17757,2025-08-22 12:25:00,Badminton,,2025-08-22 13:10:00,Bonne séance.
112,17757,2025-08-24 19:27:00,Badminton,,2025-08-24 20:11:00,Bonne séance.
113,17757,2025-08-29 19:44:00,Badminton,,2025-08-29 20:47:00,Très bonnes sensations.
114,17757,2025-08-30 07:35:00,Badminton,,2025-08-30 08:20:00,
115,17757,2025-09-01 18:33:00,Badminton,,2025-09-01 19:38:00,Entraînement terminé.
116,17757,2025-09-03 19:57:00,Badminton,,2025-09-03 20:55:00,Très bonnes sensations.
117,17757,2025-09-08 12:16:00,Badminton,,2025-09-08 13:34:00,Bonne séance.
118,17757,2025-09-10 19:40:00,Badminton,,2025-09-10 20:27:00,Très bonnes sensations.
119,17757,2025-09-13 18:15:00,Badminton,,2025-09-13 19:02:00,Très bonnes sensations.
120,17757,2025-09-19 09:15:00,Badminton,,2025-09-19 10:02:00,Entraînement terminé.
121,17757,2025-09-21 08:09:00,Badminton,,2025-09-21 08:53:00,Très bonnes sensations.
122,17757,2025-09-25 18:09:00,Badminton,,2025-09-25 19:24:00,Bonne séance.
123,17757,2025-10-01 12:21:00,Badminton,,2025-10-01 13:25:00,Très bonnes sensations.
124,17757,2025-10-05 19:26:00,Badminton,,2025-10-05 20:20:00,
125,17757,2025-10-06 19:56:00,Badminton,,2025-10-06 21:14:00,Très bonnes sensations.
126,17757,2025-10-12 09:48:00,Badminton,,2025-10-12 10:42:00,Très bonnes sensations.
127,17757,2025-10-14 17:47:00,Badminton,,2025-10-14 19:04:00,Bonne séance.
128,17757,2025-10-20 12:31:00,Badminton,,2025-10-20 13:02:00,Très bonnes sensations.
129,17757,2025-10-21 09:42:00,Badminton,,2025-10-21 10:55:00,Très bonnes sensations.
130,17757,2025-10-27 17:34:00,Badminton,,2025-10-27 18:05:00,Très bonnes sensations.
131,17757,2025-10-29 17:36:00,Badminton,,2025-10-29 18:48:00,
132,17757,2025-11-01 07:41:00,Badminton,,2025-11-01 08:38:00,Bonne séance.
133,17757,2025-11-02 09:24:00,Badminton,,2025-11-02 10:14:00,Bonne séance.
134,17757,2025-11-03 12:20:00,Badminton,,2025-11-03 13:11:00,Très bonnes sensations.
135,17757,2025-11-12 09:53:00,Badminton,,2025-11-12 10:28:00,Très bonnes sensations.
136,17757,2025-11-15 07:47:00,Badminton,,2025-11-15 08:51:00,
137,17757,2025-11-17 07:49:00,Badminton,,2025-11-17 09:00:00,
138,17757,2025-11-21 19:01:00,Badminton,,2025-11-21 20:31:00,Bonne séance.
139,17757,2025-11-29 07:39:00,Badminton,,2025-11-29 08:18:00,Bonne séance.
140,17757,2025-12-03 18:07:00,Badminton,,2025-12-03 19:13:00,Bonne séance.
141,17757,2025-12-09 19:23:00,Badminton,,2025-12-09 20:03:00,
142,17757,2025-12-12 19:52:00,Badminton,,2025-12-12 20:32:00,Entraînement terminé.
143,17757,2025-12-18 07:59:00,Badminton,,2025-12-18 08:48:00,Très bonnes sensations.
144,17757,2025-12-22 07:37:00,Badminton,,2025-12-22 08:51:00,Bonne séance.
145,17757,2025-12-26 07:44:00,Badminton,,2025-12-26 09:03:00,Entraînement terminé.
146,17757,2025-12-28 19:02:00,Badminton,,2025-12-28 19:54:00,Très bonnes sensations.
147,17757,2026-01-01 18:23:00,Badminton,,2026-01-01 18:57:00,Entraînement terminé.
148,17757,2026-01-03 07:54:00,Badminton,,2026-01-03 08:50:00,Très bonnes sensations.
149,17757,2026-01-07 09:40:00,Badminton,,2026-01-07 11:07:00,Très bonnes sensations.
150,17757,2026-01-12 18:33:00,Badminton,,2026-01-12 19:44:00,Entraînement terminé.
151,17757,2026-01-14 17:51:00,Badminton,,2026-01-14 19:19:00,Très bonnes sensations.
152,17757,2026-01-17 12:27:00,Badminton,,2026-01-17 13:49:00,Entraînement terminé.
153,17757,2026-01-19 19:59:00,Badminton,,2026-01-19 20:34:00,Entraînement terminé.
154,17757,2026-01-24 12:15:00,Badminton,,2026-01-24 13:33:00,Très bonnes sensations.
155,17757,2026-01-28 09:01:00,Badminton,,2026-01-28 10:02:00,Entraînement terminé.
156,17757,2026-01-29 08:31:00,Badminton,,2026-01-29 09:14:00,Entraînement terminé.
157,17757,2026-01-30 19:16:00,Badminton,,2026-01-30 20:07:00,Entraînement terminé.
158,17757,2026-02-03 07:33:00,Badminton,,2026-02-03 09:03:00,Bonne séance.
159,17757,2026-02-05 07:15:00,Badminton,,2026-02-05 08:31:00,Très bonnes sensations.
160,17757,2026-02-06 12:35:00,Badminton,,2026-02-06 13:53:00,Bonne séance.
161,17757,2026-02-11 12:50:00,Badminton,,2026-02-11 13:21:00,
162,17757,2026-02-13 09:14:00,Badminton,,2026-02-13 10:09:00,Bonne séance.
163,17757,2026-02-14 09:42:00,Badminton,,2026-02-14 10:49:00,Entraînement terminé.
164,17757,2026-02-19 09:27:00,Badminton,,2026-02-19 10:44:00,Entraînement terminé.
165,17757,2026-02-21 09:44:00,Badminton,,2026-02-21 10:43:00,Entraînement terminé.
166,17757,2026-02-23 07:46:00,Badminton,,2026-02-23 08:28:00,Entraînement terminé.
167,17757,2026-02-24 07:47:00,Badminton,,2026-02-24 08:51:00,Bonne séance.
168,17757,2026-03-02 18:30:00,Badminton,,2026-03-02 19:17:00,Entraînement terminé.
169,17757,2026-03-14 08:18:00,Badminton,,2026-03-14 09:02:00,Entraînement terminé.
170,17757,2026-03-17 07:45:00,Badminton,,2026-03-17 08:49:00,Bonne séance.
171,17757,2026-03-22 17:18:00,Badminton,,2026-03-22 18:32:00,Bonne séance.
172,17757,2026-03-28 18:55:00,Badminton,,2026-03-28 20:13:00,Très bonnes sensations.
173,17757,2026-04-04 07:36:00,Badminton,,2026-04-04 08:24:00,Très bonnes sensations.
174,17757,2026-04-07 08:03:00,Badminton,,2026-04-07 08:49:00,Très bonnes sensations.
175,17757,2026-04-08 07:52:00,Badminton,,2026-04-08 08:26:00,Très bonnes sensations.
176,17757,2026-04-12 18:43:00,Badminton,,2026-04-12 19:16:00,Bonne séance.
177,17757,2026-04-16 08:51:00,Badminton,,2026-04-16 09:57:00,Entraînement terminé.
178,17757,2026-04-20 07:35:00,Badminton,,2026-04-20 08:53:00,Très bonnes sensations.
179,17757,2026-04-27 19:33:00,Badminton,,2026-04-27 20:27:00,Très bonnes sensations.
180,17757,2026-04-30 12:19:00,Badminton,,2026-04-30 13:44:00,Très bonnes sensations.
181,17757,2026-05-02 09:36:00,Badminton,,2026-05-02 10:45:00,
182,17757,2026-05-03 18:13:00,Badminton,,2026-05-03 18:59:00,
183,17757,2026-05-04 08:15:00,Badminton,,2026-05-04 08:56:00,
184,17757,2026-05-08 08:00:00,Badminton,,2026-05-08 08:56:00,Très bonnes sensations.
185,17757,2026-05-12 07:14:00,Badminton,,2026-05-12 08:02:00,Entraînement terminé.
186,17757,2026-05-13 18:55:00,Badminton,,2026-05-13 19:54:00,
187,17757,2026-05-14 18:14:00,Badminton,,2026-05-14 19:43:00,Entraînement terminé.
188,17757,2026-05-18 12:07:00,Badminton,,2026-05-18 13:11:00,Bonne séance.
189,17757,2026-05-21 18:09:00,Badminton,,2026-05-21 19:37:00,Entraînement terminé.
190,17757,2026-05-22 19:09:00,Badminton,,2026-05-22 19:43:00,
191,17757,2026-05-30 09:38:00,Badminton,,2026-05-30 10:55:00,Entraînement terminé.
192,17757,2026-05-31 18:19:00,Badminton,,2026-05-31 19:33:00,Très bonnes sensations.
193,17757,2026-06-03 09:32:00,Badminton,,2026-06-03 10:36:00,Très bonnes sensations.
194,17757,2026-06-07 07:56:00,Badminton,,2026-06-07 08:53:00,Entraînement terminé.
195,17757,2026-06-11 17:16:00,Badminton,,2026-06-11 17:47:00,
196,17757,2026-06-19 19:55:00,Badminton,,2026-06-19 21:01:00,
197,17757,2026-06-23 07:48:00,Badminton,,2026-06-23 09:06:00,Bonne séance.
198,17757,2026-06-25 12:33:00,Badminton,,2026-06-25 13:44:00,Très bonnes sensations.
199,17757,2026-06-27 09:11:00,Badminton,,2026-06-27 10:18:00,Très bonnes sensations.
200,17757,2026-06-28 12:22:00,Badminton,,2026-06-28 13:18:00,Entraînement terminé.
201,17757,2026-07-01 09:42:00,Badminton,,2026-07-01 10:18:00,Bonne séance.
202,17757,2026-07-04 09:26:00,Badminton,,2026-07-04 10:40:00,Très bonnes sensations.
203,17757,2026-07-08 19:48:00,Badminton,,2026-07-08 20:53:00,
204,17757,2026-07-10 12:05:00,Badminton,,2026-07-10 12:55:00,Entraînement terminé.
205,17757,2026-07-12 19:32:00,Badminton,,2026-07-12 20:54:00,
206,17757,2026-07-15 18:55:00,Badminton,,2026-07-15 19:59:00,Très bonnes sensations.
207,17757,2026-07-19 17:23:00,Badminton,,2026-07-19 18:32:00,Très bonnes sensations.
208,17757,2026-07-20 18:28:00,Badminton,,2026-07-20 19:46:00,
209,17036,2025-07-30 18:31:00,Escalade,,2025-07-30 19:46:00,
210,17036,2025-08-21 07:35:00,Escalade,,2025-08-21 09:27:00,
211,17036,2025-09-07 18:53:00,Escalade,,2025-09-07 20:12:00,Très bonnes sensations.
212,17036,2025-09-18 18:17:00,Escalade,,2025-09-18 20:10:00,Très bonnes sensations.
213,17036,2025-09-22 12:35:00,Escalade,,2025-09-22 13:53:00,Très bonnes sensations.
214,17036,2025-10-25 19:54:00,Escalade,,2025-10-25 21:47:00,Entraînement terminé.
215,17036,2025-11-01 07:18:00,Escalade,,2025-11-01 09:50:00,Entraînement terminé.
216,17036,2025-11-08 08:28:00,Escalade,,2025-11-08 10:36:00,Très bonnes sensations.
217,17036,2025-11-11 17:48:00,Escalade,,2025-11-11 19:57:00,Très bonnes sensations.
218,17036,2025-11-18 19:12:00,Escalade,,2025-11-18 21:41:00,Bonne séance.
219,17036,2025-11-24 19:49:00,Escalade,,2025-11-24 21:41:00,
220,17036,2025-12-05 12:45:00,Escalade,,2025-12-05 15:41:00,Très bonnes sensations.
221,17036,2025-12-12 19:52:00,Escalade,,2025-12-12 22:15:00,Bonne séance.
222,17036,2025-12-14 08:32:00,Escalade,,2025-12-14 10:47:00,Entraînement terminé.
223,17036,2025-12-28 17:58:00,Escalade,,2025-12-28 19:56:00,
224,17036,2026-01-17 18:09:00,Escalade,,2026-01-17 19:18:00,Très bonnes sensations.
225,17036,2026-01-20 17:44:00,Escalade,,2026-01-20 19:34:00,
226,17036,2026-01-31 18:54:00,Escalade,,2026-01-31 21:02:00,Très bonnes sensations.
227,17036,2026-02-06 18:56:00,Escalade,,2026-02-06 21:33:00,Très bonnes sensations.
228,17036,2026-03-02 18:05:00,Escalade,,2026-03-02 20:00:00,
229,17036,2026-03-16 18:19:00,Escalade,,2026-03-16 21:14:00,
230,17036,2026-04-04 07:18:00,Escalade,,2026-04-04 09:03:00,Entraînement terminé.
231,17036,2026-04-06 08:33:00,Escalade,,2026-04-06 10:25:00,Bonne séance.
232,17036,2026-05-07 18:15:00,Escalade,,2026-05-07 20:18:00,Bonne séance.
233,17036,2026-05-22 09:29:00,Escalade,,2026-05-22 11:01:00,
234,17036,2026-05-26 18:34:00,Escalade,,2026-05-26 19:54:00,
235,17036,2026-06-02 17:19:00,Escalade,,2026-06-02 19:40:00,Très bonnes sensations.
236,17036,2026-06-10 19:19:00,Escalade,,2026-06-10 20:44:00,Très bonnes sensations.
237,17036,2026-06-14 08:24:00,Escalade,,2026-06-14 10:37:00,Entraînement terminé.
238,17036,2026-06-26 09:01:00,Escalade,,2026-06-26 11:47:00,Très bonnes sensations.
239,17036,2026-06-28 17:55:00,Escalade,,2026-06-28 20:22:00,
240,17036,2026-07-11 09:49:00,Escalade,,2026-07-11 12:31:00,Bonne séance.
241,17036,2026-07-13 18:12:00,Escalade,,2026-07-13 20:31:00,Entraînement terminé.
242,90284,2025-07-20 19:28:00,Randonnée,5093.0,2025-07-20 20:32:29,Très beau parcours.
243,90284,2025-07-22 07:58:00,Randonnée,13670.0,2025-07-22 11:24:04,Nouveau sentier découvert.
244,90284,2025-07-25 08:12:00,Randonnée,8330.0,2025-07-25 09:45:15,Une randonnée à refaire.
245,90284,2025-07-28 09:58:00,Randonnée,19789.0,2025-07-28 13:19:10,Une randonnée à refaire.
246,90284,2025-07-29 18:55:00,Randonnée,15099.0,2025-07-29 21:42:22,Nouveau sentier découvert.
247,90284,2025-07-31 07:09:00,Randonnée,11392.0,2025-07-31 09:11:29,Nouveau sentier découvert.
248,90284,2025-08-03 07:16:00,Randonnée,21582.0,2025-08-03 13:40:10,Une randonnée à refaire.
249,90284,2025-08-05 18:47:00,Randonnée,12590.0,2025-08-05 21:25:55,Une randonnée à refaire.
250,90284,2025-08-06 07:43:00,Randonnée,11661.0,2025-08-06 10:21:30,Une randonnée à refaire.
251,90284,2025-08-10 18:52:00,Randonnée,19213.0,2025-08-10 22:13:15,Une randonnée à refaire.
252,90284,2025-08-11 18:26:00,Randonnée,7823.0,2025-08-11 20:43:16,
253,90284,2025-08-15 09:31:00,Randonnée,7805.0,2025-08-15 11:53:16,Très beau parcours.
254,90284,2025-08-19 18:47:00,Randonnée,21701.0,2025-08-19 23:52:50,Très beau parcours.
255,90284,2025-08-20 12:41:00,Randonnée,7244.0,2025-08-20 14:00:01,Nouveau sentier découvert.
256,90284,2025-08-24 09:13:00,Randonnée,18528.0,2025-08-24 13:29:30,Très beau parcours.
257,90284,2025-08-29 19:23:00,Randonnée,7255.0,2025-08-29 20:36:15,Une randonnée à refaire.
258,90284,2025-08-31 12:17:00,Randonnée,10219.0,2025-08-31 14:00:50,Nouveau sentier découvert.
259,90284,2025-09-02 07:42:00,Randonnée,10950.0,2025-09-02 09:55:24,
260,90284,2025-09-05 07:50:00,Randonnée,14928.0,2025-09-05 11:50:05,Très beau parcours.
261,90284,2025-09-07 08:37:00,Randonnée,11076.0,2025-09-07 10:39:11,Très beau parcours.
262,90284,2025-09-08 09:49:00,Randonnée,8835.0,2025-09-08 11:27:47,
263,90284,2025-09-11 09:54:00,Randonnée,8741.0,2025-09-11 11:21:58,Une randonnée à refaire.
264,90284,2025-09-14 18:55:00,Randonnée,4844.0,2025-09-14 20:20:36,Une randonnée à refaire.
265,90284,2025-09-25 09:01:00,Randonnée,9709.0,2025-09-25 11:34:27,Très beau parcours.
266,90284,2025-09-28 18:04:00,Randonnée,19605.0,2025-09-28 22:34:44,Une randonnée à refaire.
267,90284,2025-10-01 17:37:00,Randonnée,7573.0,2025-10-01 19:21:19,Très beau parcours.
268,90284,2025-10-02 17:02:00,Randonnée,21086.0,2025-10-02 22:26:00,
269,90284,2025-10-08 19:25:00,Randonnée,17968.0,2025-10-08 22:58:08,Nouveau sentier découvert.
270,90284,2025-10-12 09:38:00,Randonnée,8860.0,2025-10-12 12:24:17,Une randonnée à refaire.
271,90284,2025-10-15 17:40:00,Randonnée,23181.0,2025-10-15 22:39:26,Une randonnée à refaire.
272,90284,2025-10-17 12:38:00,Randonnée,21385.0,2025-10-17 18:08:18,Nouveau sentier découvert.
273,90284,2025-10-25 18:07:00,Randonnée,22066.0,2025-10-25 22:23:27,Très beau parcours.
274,90284,2025-10-27 12:21:00,Randonnée,18860.0,2025-10-27 16:50:40,
275,90284,2025-10-29 09:27:00,Randonnée,14240.0,2025-10-29 12:18:02,Une randonnée à refaire.
276,90284,2025-11-07 12:04:00,Randonnée,6989.0,2025-11-07 13:20:19,
277,90284,2025-11-09 18:23:00,Randonnée,8263.0,2025-11-09 20:09:11,Une randonnée à refaire.
278,90284,2025-11-14 18:07:00,Randonnée,17461.0,2025-11-14 22:25:00,Nouveau sentier découvert.
279,90284,2025-11-16 09:22:00,Randonnée,7394.0,2025-11-16 10:55:43,Très beau parcours.
280,90284,2025-11-18 08:42:00,Randonnée,19800.0,2025-11-18 14:05:28,
281,90284,2025-11-20 09:54:00,Randonnée,22227.0,2025-11-20 15:19:04,Une randonnée à refaire.
282,90284,2025-11-24 19:52:00,Randonnée,24372.0,2025-11-25 00:54:05,
283,90284,2025-11-26 17:59:00,Randonnée,12763.0,2025-11-26 22:07:05,Une randonnée à refaire.
284,90284,2025-11-27 18:48:00,Randonnée,14124.0,2025-11-27 21:15:00,Une randonnée à refaire.
285,90284,2025-12-01 19:09:00,Randonnée,22557.0,2025-12-01 23:41:12,
286,90284,2025-12-12 18:01:00,Randonnée,7006.0,2025-12-12 19:21:15,Très beau parcours.
287,90284,2025-12-17 09:10:00,Randonnée,16125.0,2025-12-17 13:15:53,Une randonnée à refaire.
288,90284,2025-12-20 19:36:00,Randonnée,23537.0,2025-12-21 02:49:53,
289,90284,2025-12-22 19:39:00,Randonnée,5630.0,2025-12-22 20:46:16,Une randonnée à refaire.
290,90284,2025-12-31 12:38:00,Randonnée,18484.0,2025-12-31 16:59:25,Très beau parcours.
291,90284,2026-01-02 19:32:00,Randonnée,7729.0,2026-01-02 21:26:55,
292,90284,2026-01-09 17:31:00,Randonnée,21266.0,2026-01-09 21:46:07,
293,90284,2026-01-10 08:25:00,Randonnée,23638.0,2026-01-10 15:53:12,Très beau parcours.
294,90284,2026-01-12 19:16:00,Randonnée,13484.0,2026-01-12 22:39:03,
295,90284,2026-01-17 12:47:00,Randonnée,18111.0,2026-01-17 17:55:05,Nouveau sentier découvert.
296,90284,2026-01-19 17:53:00,Randonnée,15605.0,2026-01-19 22:44:07,
297,90284,2026-01-22 12:01:00,Randonnée,19065.0,2026-01-22 15:19:28,Une randonnée à refaire.
298,90284,2026-01-23 17:27:00,Randonnée,22789.0,2026-01-23 22:51:32,Nouveau sentier découvert.
299,90284,2026-01-25 07:20:00,Randonnée,9631.0,2026-01-25 09:06:56,Nouveau sentier découvert.
300,90284,2026-01-28 19:44:00,Randonnée,15857.0,2026-01-29 00:35:27,
301,90284,2026-02-04 17:25:00,Randonnée,21169.0,2026-02-04 23:57:31,Une randonnée à refaire.
302,90284,2026-02-09 19:10:00,Randonnée,6502.0,2026-02-09 20:36:05,
303,90284,2026-02-10 17:32:00,Randonnée,10353.0,2026-02-10 19:20:38,Une randonnée à refaire.
